Age,Attrition,DistanceFromHome,EnvironmentSatisfaction,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
47,No,4,1,2,Healthcare Representative,4,6651,No,0,3,3,0,2
45,No,1,0,2,Sales Executive,3,13224,No,3,17,15,2,9
35,Yes,13,1,4,Laboratory Technician,5,4832,No,2,0,0,1,2
30,Yes,2,3,0,Laboratory Technician,0,2561,No,1,0,1,1,2
38,No,11,5,2,Healthcare Representative,4,7095,No,4,7,8,1,6
24,No,8,1,3,Sales Executive,5,4684,No,4,5,4,1,1
55,Yes,7,5,0,Laboratory Technician,4,2340,No,2,10,10,7,10
18,No,2,3,0,Research Scientist,3,2835,No,2,0,0,1,1
59,No,30,2,3,Sales Executive,0,10268,No,3,16,13,13,13
56,Yes,4,5,7,Research Director,4,19246,Yes,2,33,14,11,8
48,No,29,1,3,Manager,4,12504,No,0,0,1,0,0
22,No,12,6,0,Sales Executive,2,4260,Yes,6,6,2,0,4
29,Yes,26,2,0,Sales Representative,1,1093,No,2,2,1,0,2
22,No,11,3,3,Laboratory Technician,3,2646,No,5,5,3,3,2
28,No,5,6,2,Laboratory Technician,5,2379,Yes,4,6,5,2,0
42,No,4,4,0,Sales Executive,4,5714,No,1,3,3,1,3
43,No,20,2,1,Research Scientist,1,3072,No,3,0,1,2,2
29,No,10,6,4,Manufacturing Director,3,8793,No,3,10,5,2,9
35,No,18,0,1,Sales Executive,2,5563,No,3,5,4,0,3
37,No,18,2,1,Research Scientist,3,3020,No,5,1,0,0,0
29,No,1,3,4,Healthcare Representative,1,6295,Yes,3,2,2,2,1
31,Yes,23,5,2,Research Scientist,1,2544,No,5,3,3,0,2
37,No,12,1,3,Sales Executive,4,5666,Yes,2,3,4,3,4
19,Yes,4,0,2,Laboratory Technician,3,2973,No,3,2,0,0,1
36,No,0,2,0,Research Scientist,6,2113,No,5,19,12,7,8
37,No,10,2,0,Laboratory Technician,4,2267,No,3,3,0,1,3
35,No,5,2,4,Research Scientist,4,4486,No,5,8,0,8,9
41,No,28,3,2,Sales Executive,1,13526,No,4,20,3,2,7
26,No,6,2,3,Manufacturing Director,0,6142,Yes,5,4,2,2,4
31,Yes,15,3,1,Laboratory Technician,5,2610,No,4,4,4,3,4
35,Yes,7,6,0,Sales Representative,4,2349,No,0,3,1,3,2
38,Yes,25,4,4,Sales Executive,2,13192,Yes,1,0,2,0,0
53,No,11,2,0,Manufacturing Director,0,4442,Yes,1,4,4,1,3
32,No,0,2,4,Laboratory Technician,2,5125,Yes,3,11,8,1,0
40,No,6,4,4,Manager,2,19273,No,4,20,10,14,3
27,No,2,2,0,Laboratory Technician,4,2152,Yes,3,3,1,1,2
38,Yes,11,3,3,Sales Executive,2,6135,Yes,1,3,4,0,4
46,Yes,27,0,2,Manager,4,11851,Yes,0,12,8,9,10
57,No,2,0,0,Research Scientist,0,2065,No,6,5,3,2,0
39,No,16,4,2,Manufacturing Director,6,7944,Yes,1,4,4,5,2
37,No,7,3,1,Research Scientist,1,3420,Yes,4,1,2,0,0
36,No,3,3,3,Research Scientist,0,6961,Yes,5,0,1,1,0
35,No,9,3,2,Research Scientist,3,2781,Yes,1,3,5,5,5
22,No,10,0,0,Research Scientist,1,2245,No,2,4,0,0,4
38,No,1,6,2,Sales Executive,3,5250,No,1,6,6,5,7
37,No,16,3,2,Manufacturing Director,5,7778,No,3,10,9,0,10
31,Yes,0,0,3,Sales Representative,3,2800,Yes,4,4,0,0,0
40,No,20,3,2,Healthcare Representative,5,5810,Yes,2,3,0,2,0
38,No,3,5,3,Laboratory Technician,3,2232,No,2,4,2,2,0
31,No,4,6,2,Sales Executive,5,6120,No,3,12,7,0,0
29,No,10,3,1,Sales Representative,2,2643,No,1,0,2,2,0
51,No,0,0,3,Healthcare Representative,1,7484,No,0,13,13,10,10
52,No,5,4,3,Manager,1,18605,No,4,6,7,2,7
28,No,26,2,2,Sales Executive,0,4723,No,3,4,4,0,5
57,No,5,2,5,Healthcare Representative,4,10553,Yes,5,6,0,1,5
46,No,6,4,3,Laboratory Technician,3,3160,No,3,3,2,1,5
30,No,21,3,1,Sales Executive,2,8414,No,2,8,9,9,10
34,No,0,0,1,Research Scientist,3,2692,No,4,9,9,7,7
29,No,4,4,3,Research Scientist,0,3066,Yes,2,3,2,1,5
42,No,3,6,4,Healthcare Representative,5,5561,No,1,7,1,3,0
41,Yes,7,2,2,Laboratory Technician,0,2403,Yes,2,3,4,1,2
38,No,2,6,2,Healthcare Representative,2,4107,No,1,3,5,0,2
42,No,10,1,4,Sales Executive,3,6153,No,3,21,1,12,10
30,No,1,4,5,Research Director,4,16122,No,2,6,6,2,8
37,No,18,1,3,Manufacturing Director,1,5770,No,2,6,2,0,4
36,No,12,5,3,Sales Representative,4,2578,Yes,5,6,1,0,8
37,No,8,2,1,Manufacturing Director,3,5323,No,3,10,3,5,8
26,No,7,6,4,Sales Executive,3,4103,No,4,7,9,1,5
40,No,13,0,3,Sales Executive,2,13342,No,4,19,10,9,8
29,No,3,2,0,Sales Executive,4,4185,Yes,0,10,0,0,9
22,No,0,5,0,Sales Representative,0,2321,No,3,1,0,0,1
50,No,21,0,4,Research Director,0,16413,No,2,5,0,0,0
40,No,7,5,3,Laboratory Technician,6,2289,No,2,4,1,4,0
27,No,2,0,0,Research Scientist,2,2933,Yes,1,3,1,0,0
58,No,25,0,2,Research Scientist,2,2371,No,4,1,2,4,4
50,No,6,3,2,Manager,2,16553,No,0,3,3,3,6
31,Yes,24,6,1,Research Scientist,2,2438,Yes,0,2,1,2,0
38,No,10,3,4,Sales Executive,4,5077,No,2,6,9,2,8
31,No,16,3,3,Healthcare Representative,4,5292,No,5,7,0,2,8
26,No,2,4,3,Laboratory Technician,5,2155,Yes,2,5,3,0,1
49,No,1,0,6,Research Director,3,17171,No,4,18,15,5,8
35,No,9,3,2,Laboratory Technician,4,2810,No,5,3,6,1,3
40,No,4,0,0,Manufacturing Director,5,5320,No,1,10,3,9,9
51,No,6,3,5,Research Director,3,18741,Yes,4,26,4,15,8
39,No,4,3,1,Sales Executive,3,8235,No,2,6,6,6,5
27,No,5,6,2,Human Resources,2,2803,No,2,2,1,0,0
51,No,7,0,3,Research Director,4,19537,No,5,19,18,15,14
54,No,9,2,6,Healthcare Representative,2,11103,No,1,8,9,1,0
35,No,23,5,3,Sales Executive,6,5336,No,2,10,5,7,5
58,No,2,4,4,Healthcare Representative,3,6306,No,2,15,11,1,10
51,No,27,1,3,Laboratory Technician,0,3210,No,1,9,5,0,5
28,No,23,0,4,Sales Representative,2,3539,No,4,10,6,4,9
48,No,19,2,0,Manufacturing Director,3,4809,No,2,10,7,0,7
50,No,3,5,1,Laboratory Technician,0,2559,No,2,0,0,0,0
44,No,0,4,6,Manager,4,17863,Yes,2,22,7,1,12
23,No,0,1,0,Research Scientist,3,3422,No,4,3,1,2,0
31,No,19,3,1,Sales Executive,3,8618,No,4,9,7,1,6
29,Yes,18,1,0,Sales Executive,4,4557,Yes,2,1,2,3,2
29,Yes,6,3,1,Research Scientist,2,2283,Yes,1,0,1,0,0
44,No,8,5,1,Research Director,3,13245,Yes,3,0,0,1,0
38,No,4,3,0,Laboratory Technician,4,3212,No,1,17,11,8,12
51,No,1,1,3,Manager,3,14851,No,4,18,14,16,0
34,Yes,1,2,3,Sales Executive,1,9908,Yes,4,0,0,2,0
37,Yes,8,4,0,Human Resources,1,2075,Yes,4,4,4,0,4
49,No,16,5,4,Sales Executive,2,4934,No,4,8,9,0,5
40,No,2,4,3,Research Scientist,3,4315,Yes,2,1,2,3,3
29,No,2,6,4,Research Scientist,0,5004,No,5,9,9,6,5
36,No,1,3,5,Manufacturing Director,5,9432,No,2,9,7,8,7
45,No,0,5,4,Healthcare Representative,0,9398,No,3,5,2,0,4
35,No,3,4,3,Sales Executive,3,6027,No,5,2,4,2,4
41,Yes,18,1,2,Research Scientist,4,2759,Yes,1,1,4,3,0
28,No,4,3,0,Research Scientist,1,2541,No,4,2,0,0,2
48,Yes,1,5,3,Sales Executive,4,4730,Yes,3,2,0,0,0
25,No,5,5,1,Sales Executive,5,4649,Yes,4,5,4,0,3
39,No,6,5,1,Sales Executive,3,9242,No,5,11,7,7,9
32,No,3,3,3,Research Scientist,3,2911,Yes,2,7,9,4,2
37,No,1,2,4,Healthcare Representative,3,4107,No,4,6,4,0,1
27,No,1,5,4,Sales Executive,1,4296,No,5,9,5,1,7
54,No,7,2,3,Manager,5,19096,No,2,13,14,4,7
51,No,0,2,6,Manufacturing Director,5,12967,Yes,2,1,4,0,2
37,No,5,0,1,Sales Executive,2,10610,No,3,17,9,7,11
30,No,5,6,3,Sales Representative,4,2985,No,2,2,2,0,0
55,No,8,6,1,Manufacturing Director,4,7262,No,1,6,5,0,1
33,No,6,3,0,Sales Executive,1,6523,No,2,10,8,6,5
43,No,24,2,1,Sales Executive,6,10797,No,1,1,1,0,0
45,No,3,0,3,Human Resources,3,5022,Yes,2,2,4,0,1
50,No,27,0,6,Manager,4,16307,No,4,18,5,5,15
39,No,5,4,4,Manager,3,19031,No,1,19,10,10,8
32,No,1,5,4,Manufacturing Director,2,6090,No,5,5,3,1,2
29,No,1,5,0,Laboratory Technician,3,2156,Yes,2,6,0,1,4
44,Yes,3,2,5,Human Resources,2,10484,No,2,19,4,2,4
37,No,3,4,2,Sales Executive,6,9523,No,1,8,2,3,1
35,No,2,5,2,Healthcare Representative,0,6843,No,2,5,3,0,2
27,No,11,4,3,Sales Representative,3,2535,No,3,0,0,0,2
48,No,3,0,4,Sales Executive,2,13226,No,2,20,17,4,10
27,No,12,4,1,Sales Representative,0,2296,No,3,1,2,3,1
28,No,15,3,1,Laboratory Technician,5,2208,No,3,4,1,2,1
41,No,7,2,1,Sales Executive,2,5473,No,3,10,2,8,0
23,No,24,2,2,Sales Executive,5,6178,No,4,8,3,2,2
55,No,23,1,3,Research Scientist,1,3538,No,1,3,1,0,3
56,No,0,2,2,Research Scientist,2,2068,No,2,2,3,0,2
33,No,9,1,2,Manufacturing Director,1,10648,No,6,13,9,1,7
39,No,4,1,5,Sales Executive,2,10853,No,4,13,9,3,10
38,No,6,3,3,Human Resources,0,4073,No,0,8,2,3,6
56,Yes,8,1,5,Manufacturing Director,0,10006,Yes,2,12,10,4,8
36,No,1,3,3,Research Scientist,4,4484,No,2,8,2,8,5
26,No,7,5,0,Laboratory Technician,2,2378,Yes,0,4,3,0,3
28,No,9,3,0,Sales Executive,6,4342,No,4,2,1,2,0
35,No,7,4,0,Sales Executive,3,5713,No,2,7,5,0,3
43,No,22,0,2,Laboratory Technician,3,2044,No,6,3,4,3,4
21,Yes,4,2,1,Laboratory Technician,5,1101,No,1,0,0,0,0
33,No,8,4,0,Sales Executive,4,4682,No,3,9,6,2,0
43,No,27,5,2,Research Director,3,16326,No,6,20,5,14,15
31,No,2,6,2,Laboratory Technician,0,3748,No,1,12,10,3,9
26,No,1,2,2,Research Scientist,3,2932,Yes,1,0,0,2,1
25,No,7,2,3,Sales Executive,4,4850,No,4,5,3,2,2
44,No,2,3,6,Manager,3,18789,No,4,13,4,0,6
21,Yes,0,5,0,Sales Representative,0,2326,No,4,0,0,0,1
25,No,1,2,2,Sales Executive,2,5298,No,1,10,5,6,5
53,No,11,6,3,Manufacturing Director,2,4449,No,4,3,4,2,4
22,No,3,2,2,Research Scientist,5,3759,Yes,4,4,2,0,2
34,No,27,4,2,Healthcare Representative,3,5236,No,1,9,5,8,5
36,No,5,5,0,Research Scientist,1,3508,Yes,5,4,3,1,4
37,No,12,5,4,Manager,0,17066,Yes,1,23,10,13,12
56,No,6,4,4,Healthcare Representative,3,4033,Yes,3,4,4,1,3
42,Yes,5,2,2,Laboratory Technician,1,2362,No,4,2,3,0,3
35,No,13,0,4,Sales Executive,4,9737,No,1,10,5,4,8
54,No,2,2,5,Manufacturing Director,3,7968,Yes,1,7,2,1,6
30,No,28,5,3,Sales Executive,1,4115,No,5,4,1,0,1
36,No,10,0,1,Laboratory Technician,4,3631,No,4,5,1,0,2
23,No,1,0,2,Research Scientist,2,3423,No,4,3,4,2,3
53,No,13,2,5,Manufacturing Director,3,13143,No,1,4,2,0,3
30,No,4,2,2,Sales Executive,2,6119,No,3,9,8,0,3
25,No,3,4,1,Manufacturing Director,1,5208,No,5,7,6,1,7
47,No,4,1,3,Manager,4,16874,Yes,2,9,8,5,5
43,No,1,0,2,Healthcare Representative,5,6812,Yes,3,6,9,0,5
58,No,23,5,4,Healthcare Representative,3,9441,Yes,3,3,2,3,2
39,No,6,2,0,Sales Executive,4,5904,No,2,13,9,5,7
34,No,7,2,3,Sales Executive,1,4303,No,3,3,0,2,0
34,No,7,4,2,Manufacturing Director,5,9677,No,4,0,0,0,1
49,No,22,2,2,Research Director,2,14410,Yes,5,34,8,14,10
47,No,17,0,2,Healthcare Representative,2,10528,No,4,1,2,0,2
31,No,2,4,4,Sales Executive,3,9854,Yes,0,9,10,8,5
38,Yes,4,0,6,Healthcare Representative,5,12167,No,1,20,7,11,3
34,No,0,4,4,Sales Executive,0,4314,No,1,16,12,1,9
29,No,11,5,1,Sales Executive,3,8266,Yes,4,6,5,0,9
43,No,11,0,2,Laboratory Technician,2,2346,No,0,19,7,0,15
27,No,23,3,3,Research Scientist,3,2711,No,2,6,2,1,0
44,No,4,2,2,Sales Executive,3,5007,Yes,6,3,4,0,3
22,No,3,1,0,Laboratory Technician,2,3163,No,3,7,4,3,6
34,No,27,5,3,Manufacturing Director,3,10905,No,1,11,8,2,9
28,No,26,1,2,Healthcare Representative,3,4336,No,2,8,6,2,2
51,Yes,23,2,2,Sales Executive,2,10446,Yes,1,0,1,2,1
53,No,20,5,1,Research Scientist,4,4868,No,3,6,1,0,5
41,No,8,6,5,Research Director,4,13756,No,3,11,6,5,9
29,No,1,0,4,Sales Executive,3,4556,No,2,10,9,0,9
41,No,11,2,3,Laboratory Technician,2,2767,No,3,4,1,0,6
37,No,6,4,1,Laboratory Technician,6,3212,No,2,14,15,9,11
45,No,12,5,4,Research Scientist,2,5469,No,6,10,8,1,6
50,No,4,2,2,Healthcare Representative,5,11001,No,1,16,11,4,6
42,No,5,3,1,Healthcare Representative,4,5933,No,3,3,0,2,1
35,No,5,4,0,Sales Executive,5,5205,Yes,3,11,10,2,11
46,No,0,2,4,Healthcare Representative,5,10749,No,3,25,17,14,4
27,No,3,1,3,Manufacturing Director,0,6397,No,2,7,7,2,3
41,No,12,4,3,Sales Executive,5,6230,No,5,13,2,2,9
37,No,9,3,3,Laboratory Technician,3,3628,No,1,2,0,2,2
31,No,8,3,0,Sales Representative,2,2299,No,2,4,2,4,4
52,Yes,10,1,3,Research Scientist,4,4941,No,0,8,1,8,5
52,No,3,4,6,Research Director,3,17327,No,1,19,5,14,8
58,No,2,2,4,Manager,1,16289,No,0,15,9,12,12
33,No,3,1,1,Research Scientist,1,2859,No,4,5,2,1,4
50,No,20,5,3,Research Scientist,1,2261,No,1,2,1,0,2
30,No,6,0,1,Sales Executive,0,9638,No,3,1,0,1,3
29,No,9,3,3,Manufacturing Director,3,8943,No,3,12,11,9,9
23,Yes,3,0,2,Manufacturing Director,2,4170,Yes,2,3,3,2,4
51,No,25,5,3,Manufacturing Director,3,13825,No,5,7,8,0,0
36,No,3,4,1,Sales Executive,6,7823,No,3,10,10,1,7
35,Yes,8,2,0,Human Resources,4,2741,No,1,3,0,4,1
34,No,1,5,2,Research Scientist,2,2933,Yes,1,7,2,0,4
28,No,5,5,2,Laboratory Technician,3,2062,No,4,2,0,1,4
50,No,0,2,4,Healthcare Representative,2,7486,No,4,13,13,14,7
34,No,27,3,4,Healthcare Representative,3,5345,No,3,4,4,0,3
35,No,10,3,4,Sales Executive,3,4680,No,1,8,7,0,2
37,No,17,1,4,Research Director,5,11511,Yes,3,10,10,0,9
47,No,25,0,1,Healthcare Representative,3,8631,No,2,15,13,11,11
18,Yes,4,1,0,Laboratory Technician,2,2974,No,1,1,0,0,2
29,No,10,5,0,Healthcare Representative,1,9714,No,5,6,8,0,9
35,No,25,1,2,Healthcare Representative,4,5348,No,0,3,3,0,2
27,No,11,6,0,Research Scientist,3,2280,No,2,9,7,0,3
27,Yes,14,4,0,Laboratory Technician,2,2516,Yes,0,3,2,0,2
35,No,19,1,2,Research Scientist,2,2929,No,3,9,8,6,6
40,No,10,4,3,Sales Representative,3,2901,No,2,1,2,2,0
31,No,20,1,0,Research Scientist,2,2632,No,1,4,3,0,5
42,No,1,1,2,Manager,2,16821,No,3,21,9,9,16
30,No,2,0,0,Laboratory Technician,3,2721,No,2,7,4,1,0
30,No,7,1,3,Research Scientist,1,3038,No,2,3,3,0,4
33,Yes,9,1,4,Laboratory Technician,3,6072,Yes,2,9,7,0,8
39,Yes,19,3,0,Sales Representative,4,3141,Yes,2,3,4,1,0
23,No,7,6,1,Research Scientist,6,2887,No,4,4,0,3,3
43,No,3,5,4,Manager,2,16017,No,5,21,9,2,5
54,No,2,4,3,Manufacturing Director,4,10500,No,3,4,4,0,6
56,No,17,2,3,Healthcare Representative,3,6384,Yes,1,7,7,4,8
50,No,8,2,5,Research Director,3,18739,Yes,3,27,2,11,10
31,No,28,1,5,Sales Executive,3,9249,No,5,4,4,1,2
23,No,8,4,2,Sales Executive,5,4260,Yes,2,5,0,1,3
38,No,8,0,2,Research Scientist,5,4769,No,2,4,3,0,2
34,No,17,3,3,Research Director,1,17009,No,0,16,7,8,10
26,Yes,7,1,1,Laboratory Technician,1,3443,Yes,2,2,2,4,4
35,No,19,4,3,Healthcare Representative,5,4012,Yes,2,12,7,2,8
37,No,9,3,0,Research Scientist,4,2609,No,4,6,2,0,3
38,No,2,3,2,Sales Executive,4,6861,Yes,4,3,0,0,1
21,Yes,0,2,0,Sales Representative,1,2172,Yes,4,5,3,2,3
35,No,7,2,5,Healthcare Representative,3,10095,No,5,15,15,14,6
33,No,3,3,4,Healthcare Representative,3,7121,No,4,3,4,1,3
30,No,0,3,2,Manufacturing Director,2,6162,Yes,3,8,8,7,8
53,No,0,4,2,Sales Executive,0,10598,No,4,5,3,5,1
48,No,0,4,3,Sales Executive,3,4050,No,1,7,7,8,6
29,No,1,0,3,Human Resources,1,6410,No,1,0,3,1,1
33,No,3,1,4,Sales Executive,0,4314,No,3,15,11,4,9
33,No,2,4,4,Sales Executive,3,7294,No,3,9,7,2,8
32,Yes,3,3,0,Sales Representative,1,2852,Yes,5,3,0,1,0
37,No,24,2,0,Laboratory Technician,0,4014,Yes,2,4,1,1,4
61,No,9,3,3,Sales Executive,6,5219,Yes,2,9,6,3,8
27,No,0,2,0,Manufacturing Director,1,5204,No,5,9,7,1,5
37,No,0,6,0,Research Scientist,3,2117,No,4,18,11,4,6
25,No,23,0,1,Research Scientist,6,2884,No,3,5,2,0,1
28,No,25,1,4,Healthcare Representative,1,4333,No,3,9,8,2,0
35,No,2,4,0,Laboratory Technician,2,2519,No,2,12,10,1,7
39,Yes,3,5,2,Laboratory Technician,3,2088,Yes,2,1,1,0,0
53,No,1,2,2,Manager,3,15429,No,4,27,8,3,6
55,No,1,3,4,Sales Executive,2,7526,No,1,13,5,8,10
51,No,7,5,2,Research Scientist,3,5575,Yes,2,8,8,5,8
47,No,4,2,1,Human Resources,3,9758,No,5,4,0,2,3
38,No,6,2,0,Laboratory Technician,4,3039,No,4,1,0,0,0
30,No,0,1,4,Manufacturing Director,3,6092,No,4,6,6,1,0
41,No,11,3,3,Manager,0,16798,No,2,20,5,0,8
46,No,1,2,5,Healthcare Representative,1,10675,Yes,0,12,11,10,6
25,No,4,6,0,Research Scientist,2,1704,No,3,0,0,0,1
40,No,11,4,1,Sales Executive,2,5089,Yes,2,0,0,0,0
23,No,3,2,0,Research Scientist,4,1222,No,1,0,0,1,3
60,No,13,2,2,Research Director,3,15785,Yes,3,4,3,0,2
35,No,21,1,3,Research Scientist,4,2583,No,3,2,0,0,0
51,Yes,3,1,3,Sales Executive,4,8444,Yes,2,8,7,9,5
46,No,26,1,2,Laboratory Technician,2,3706,No,3,4,4,3,3
41,No,12,3,2,Manager,0,17181,No,2,7,5,7,6
38,No,25,4,0,Research Scientist,4,4448,Yes,4,14,11,9,5
35,No,3,2,1,Human Resources,3,2277,Yes,6,2,4,0,4
26,No,8,6,1,Research Scientist,2,2068,No,0,5,2,2,6
38,No,14,3,3,Laboratory Technician,3,5096,No,1,3,0,1,0
32,No,8,4,4,Research Director,2,11031,No,6,11,8,4,8
21,Yes,0,3,1,Sales Representative,2,2174,Yes,2,1,3,1,4
29,No,7,2,3,Manufacturing Director,5,8941,No,4,12,11,9,8
38,No,7,5,3,Research Scientist,0,3616,Yes,1,0,3,0,0
38,Yes,10,5,2,Laboratory Technician,3,2016,No,0,7,5,2,0
55,No,3,3,7,Manager,2,19186,No,3,18,7,10,13
48,No,1,2,3,Research Scientist,2,3581,No,2,6,0,0,4
29,No,21,3,4,Sales Executive,1,9981,No,2,6,9,1,8
41,No,9,0,5,Healthcare Representative,4,7511,No,2,10,9,0,10
46,No,0,4,4,Manager,3,17565,No,2,25,0,2,14
33,No,0,0,0,Research Scientist,5,2690,No,2,10,7,7,8
33,No,1,3,3,Sales Executive,6,7821,No,2,11,7,0,8
33,No,4,5,1,Sales Representative,0,3933,No,1,4,1,3,1
46,No,23,0,3,Human Resources,4,2179,No,2,4,5,0,2
30,No,2,5,1,Research Scientist,1,2438,No,4,5,4,3,4
20,Yes,5,0,2,Laboratory Technician,0,2974,No,5,0,0,0,0
50,No,30,0,2,Manager,4,17047,No,4,28,9,14,9
33,No,22,3,0,Laboratory Technician,1,4013,Yes,5,4,4,4,2
32,No,20,2,4,Sales Executive,3,6146,No,3,6,6,0,5
38,Yes,1,2,0,Laboratory Technician,2,3648,Yes,5,0,1,0,1
31,No,25,3,3,Research Scientist,4,2910,No,0,5,2,3,3
49,Yes,26,2,2,Laboratory Technician,3,4284,No,5,5,3,3,1
28,No,1,4,3,Sales Executive,3,6833,Yes,5,8,6,0,5
47,No,12,4,4,Healthcare Representative,1,5562,No,3,11,6,0,10
43,No,10,3,1,Research Scientist,4,3696,No,4,8,7,7,8
30,No,0,2,1,Sales Representative,1,2267,No,2,4,0,4,2
35,No,18,5,0,Sales Executive,6,5369,Yes,4,4,6,2,4
43,No,16,4,1,Research Scientist,5,2289,No,2,1,2,2,2
40,No,25,2,1,Research Scientist,2,5603,No,4,22,6,3,11
28,No,9,4,3,Sales Executive,4,6576,No,3,11,4,1,3
27,No,3,3,3,Sales Executive,1,4258,No,3,7,0,0,2
35,No,8,1,1,Manufacturing Director,6,4724,No,4,7,7,6,2
49,No,3,1,0,Research Scientist,2,3419,No,4,4,6,1,2
44,No,27,2,1,Healthcare Representative,6,4522,No,2,4,4,0,5
35,No,5,5,2,Laboratory Technician,2,2088,No,2,10,9,5,1
41,No,7,6,1,Sales Executive,5,9240,No,4,12,6,10,6
30,No,28,1,4,Manufacturing Director,2,4876,No,1,7,1,1,0
33,No,3,3,2,Research Scientist,3,3055,No,1,10,8,2,5
53,Yes,9,1,1,Research Scientist,1,4943,No,2,6,2,6,6
48,No,6,2,1,Sales Executive,2,5485,No,2,2,0,2,3
45,No,3,3,4,Sales Representative,4,6630,No,5,6,6,1,0
40,No,26,0,2,Research Scientist,5,3319,No,4,7,9,4,6
33,Yes,19,4,1,Human Resources,3,2955,No,4,1,0,0,0
26,Yes,29,4,2,Sales Executive,0,4970,No,5,3,2,2,4
24,No,5,3,2,Sales Executive,2,5000,No,3,4,1,0,4
44,No,0,0,0,Research Scientist,4,2436,Yes,3,5,1,0,2
43,No,7,3,3,Manager,4,19391,No,2,16,14,7,16
30,No,10,3,1,Sales Executive,4,10794,No,2,15,5,10,11
31,No,4,4,1,Research Director,3,11159,No,2,9,6,6,8
38,No,4,3,2,Sales Representative,2,2792,No,1,10,7,3,9
33,No,9,2,3,Sales Executive,3,6927,No,4,6,5,5,5
23,Yes,5,3,1,Sales Representative,5,2273,Yes,5,1,3,2,0
32,Yes,10,4,2,Human Resources,4,2182,No,3,3,3,2,0
33,No,2,5,0,Research Scientist,0,3066,Yes,3,6,1,3,4
29,No,5,0,3,Manufacturing Director,0,9938,No,5,10,6,1,8
51,No,24,4,6,Manufacturing Director,3,13826,No,4,8,6,2,0
41,No,11,2,2,Sales Executive,4,8187,Yes,5,9,6,0,8
26,No,2,6,3,Sales Executive,6,4649,Yes,4,4,3,0,6
49,No,1,3,4,Sales Executive,3,10597,No,2,4,2,5,0
43,No,13,0,2,Laboratory Technician,4,2767,No,2,5,1,0,5
25,No,19,1,3,Laboratory Technician,3,2270,No,3,6,1,1,4
58,No,24,3,1,Sales Executive,3,7635,No,2,22,18,9,10
26,No,8,5,0,Research Scientist,0,2026,No,1,0,4,4,3
48,Yes,11,4,1,Sales Executive,1,7316,No,4,6,5,0,8
33,No,3,1,1,Manufacturing Director,4,8093,No,2,16,8,2,12
53,No,21,4,2,Laboratory Technician,2,5415,Yes,2,12,6,0,7
36,No,0,3,2,Research Scientist,5,2858,No,3,8,6,1,6
42,No,0,3,1,Human Resources,4,5744,Yes,4,8,5,0,1
46,No,28,3,4,Sales Executive,0,4387,No,5,12,5,3,6
33,No,6,5,3,Research Director,1,11692,No,6,11,9,3,7
45,No,3,4,5,Human Resources,5,9755,No,6,4,0,1,5
36,Yes,5,1,2,Laboratory Technician,1,6073,Yes,2,7,6,0,5
37,No,13,0,5,Sales Executive,6,9740,No,3,9,5,2,10
50,No,5,0,5,Manager,5,13114,No,2,3,1,1,4
34,No,3,5,1,Manager,1,11879,No,2,8,4,6,6
30,No,6,6,4,Sales Executive,4,5484,No,0,15,7,4,9
24,No,1,3,2,Research Scientist,4,2061,No,5,0,0,0,0
37,No,3,4,3,Sales Executive,1,6891,No,2,9,5,1,7
39,No,3,2,2,Sales Executive,0,10473,Yes,5,16,13,0,10
37,No,17,2,0,Sales Executive,1,5561,No,0,4,4,0,5
26,Yes,21,2,0,Laboratory Technician,3,2378,No,2,1,3,0,0
28,Yes,4,2,0,Research Scientist,4,3462,Yes,2,1,0,4,2
51,No,4,3,3,Research Director,2,17639,No,3,6,4,0,2
57,No,1,6,2,Healthcare Representative,3,6757,No,4,5,3,2,4
26,Yes,4,2,3,Sales Executive,1,5744,Yes,1,4,2,2,3
37,No,19,3,2,Sales Executive,1,7643,Yes,3,9,0,0,9
29,Yes,12,1,2,Human Resources,1,2335,Yes,2,4,0,3,2
42,No,2,3,0,Healthcare Representative,4,6375,No,5,13,10,10,6
42,No,11,3,3,Sales Executive,1,8189,Yes,1,9,9,0,5
34,No,27,2,4,Healthcare Representative,4,5235,No,4,6,6,5,5
29,No,7,2,2,Sales Representative,2,2329,No,4,5,9,7,2
29,No,8,3,2,Healthcare Representative,0,9714,No,5,9,7,0,5
41,No,5,4,2,Research Director,3,13349,No,2,11,5,7,9
38,No,4,2,2,Laboratory Technician,3,2438,No,2,2,1,1,4
31,No,8,0,3,Sales Executive,5,10793,No,3,13,9,9,9
41,No,6,1,5,Manufacturing Director,2,8374,No,2,2,0,4,1
35,No,9,2,1,Healthcare Representative,5,10098,No,2,16,14,14,7
32,No,4,2,1,Sales Executive,2,6523,No,4,10,6,4,5
41,No,5,2,3,Sales Executive,4,10448,Yes,6,23,12,15,4
44,No,2,1,5,Manager,1,18948,No,0,0,4,3,0
20,No,3,2,0,Research Scientist,0,2071,Yes,5,3,2,2,4
41,No,4,0,0,Healthcare Representative,3,6871,No,0,3,1,0,3
34,No,3,4,1,Sales Executive,5,6536,No,4,5,3,1,1
39,No,2,3,1,Human Resources,5,5204,No,1,6,4,1,6
23,No,6,3,2,Sales Executive,0,4255,No,6,7,3,0,1
